Sentence1,Sentence2,Sent1_entity,Sent2_entity,Sample,1_2_neut,1_2_cont,1_2_ent,1_2_Label,2_1_neut,2_1_cont,2_1_ent,2_1_Label,Type
This all suite hotel is flawless.,"

This all suite hotel is impeccable, especially during the holiday season, when it is decorated with festive Christmas lights and palm trees.",a,b,0,0.9977860450744629,0.0008376562036573887,0.0013763419119641185,NEUTRAL,0.018463563174009323,0.0024920846335589886,0.9790443778038025,ENTAILMENT,ref
This all suite hotel is flawless.,"Its location is ideal for making the most of the peace and quiet, close to the beach and just a short shuttle ride away from the airport and Duval street -- though downtown is quite a trek.",a,b,0,0.9501778483390808,0.026683544740080833,0.02313854731619358,NEUTRAL,0.9970280528068542,0.001308407518081367,0.0016636414220556617,NEUTRAL,ref
This all suite hotel is flawless.,The rooms are modern with ample storage space and the beds are incredibly comfortable.,a,b,0,0.9841713309288025,0.000923755404073745,0.014904875308275223,NEUTRAL,0.8926634788513184,0.028308451175689697,0.07902812957763672,NEUTRAL,ref
This all suite hotel is flawless.,"The bathrooms are rather roomy too with a nice vanity area and the staff is accommodating, even to last minute requests for late check-out.",a,b,0,0.9866523146629333,0.002129726344719529,0.011217935010790825,NEUTRAL,0.8599312901496887,0.09777035564184189,0.04229838401079178,NEUTRAL,ref
This all suite hotel is flawless.,"The restaurant offers delicious food, though it closes quite early.",a,b,0,0.9388076663017273,0.0073627894744277,0.05382952839136124,NEUTRAL,0.7951096296310425,0.19598940014839172,0.008900954388082027,NEUTRAL,ref
This all suite hotel is flawless.,The hotel even provides bikes for hire!,a,b,0,0.9497078657150269,0.003744416404515505,0.04654766991734505,NEUTRAL,0.9569600820541382,0.012634150683879852,0.030405661091208458,NEUTRAL,ref
This all suite hotel is flawless.,"However, nearby parking can be quite expensive for daily use.",a,b,0,0.9125152230262756,0.010158379562199116,0.07732649892568588,NEUTRAL,0.3398195207118988,0.64752197265625,0.012658459134399891,CONTRADICTION,ref
This all suite hotel is flawless.,The elevators can feel a bit unsafe.,a,b,0,0.7893036007881165,0.15292470157146454,0.05777173116803169,NEUTRAL,0.00136651867069304,0.9983820915222168,0.00025130624999292195,CONTRADICTION,ref
"Around the holidays season, the hotel was well decorated for X-mas with lovely Palm trees and Christmas lights.","

This all suite hotel is impeccable, especially during the holiday season, when it is decorated with festive Christmas lights and palm trees.",a,b,0,0.9573208093643188,0.0017651645466685295,0.040914084762334824,NEUTRAL,0.10978716611862183,0.004178497940301895,0.8860343098640442,ENTAILMENT,ref
"Around the holidays season, the hotel was well decorated for X-mas with lovely Palm trees and Christmas lights.","Its location is ideal for making the most of the peace and quiet, close to the beach and just a short shuttle ride away from the airport and Duval street -- though downtown is quite a trek.",a,b,0,0.9735003709793091,0.02040976844727993,0.006089799106121063,NEUTRAL,0.9977424144744873,0.0009301857207901776,0.0013273258227854967,NEUTRAL,ref
